순번;제목;저자명;출판사;isbn여부;ISBN;한줄소개
763;여행을 하며 생각을 해요;방토;-;N;-;"“영원이라는 게 존재하긴 하는 걸까요? 모든 게 아무 의미가 없는 것 같아요.”

시간은 멈추지 않고 흐르는데, 저는 변한 게 없고, 주변인들은 하나둘씩 멀어졌습니다.
소중한 사람들도, 저의 간절한 목표도 언젠가는 끝이 있다는 사실을 알게 되었고요. 삶은 평생 무의미한 것들의 반복일지 몰랐습니다.

마스크를 벗어 던지던 그해, 우연히 여행을 시작했습니다.
1년간 가까운 나라로 몇 차례 떠나 걷고, 카페를 가고, 공원을 즐기고, 음악을 듣는, 평범한 날들 같은 여행을 즐겼습니다.

그곳들에서 보낸 일상은 큰 변화를 가져다주었어요.
제가 했던 고민은 더 이상 중요한 문제가 아니게 되었죠.
1년 전에는 상상도 못 했던 꿈들을 제 안에서 만들어 내기 시작했어요. 발산하는 꿈을 꾸게 만든 여행의 사소하고 소중한 순간들을 이 책에 담았습니다.

이유 모를 방황을 겪고 있는 사람,
혼자라도 여행을 떠나고 싶은 사람,
일상 같은 여행을 하고 싶은 사람들에게
즐겁게 읽어주셨으면 합니다."
764;Cinematic Sum - 시네마틱 섬;보이밋걸;보이밋걸;Y;9791198806017;"모든 순간을 영화처럼 만들어버리는 섬.
그 곳의 시간을 닮은
글귀나 노랫말, 영화속 대사와 함께
아트웍으로 표현하고 엮었습니다."
765;자유청춘적금통장;김채리, 이현석, 최지연, 현소희;위아파랑;Y;9791198322937;"저 먼 곳으로의 도약보다 한 치 앞이 막막한 청년들을 위하여

부모세대보다 가난한 최초의 세대
마음마저 가난하고 싶지 않은 우리의 고백
청년의 발칙하고 진실된 목소리를 담은 문학 작품집

편지, 소설, 에세이로 담은 적립식 이야기 통장
때로는 모이지 않아도 괜찮아 ""자유청춘적금통장"""
766;시작하는 사람들;유정, 조현식;왓츠뉴;Y;9791198275806;"새로운 전공, 커리어, 사이드프로젝트를 시도한 10명의 인터뷰이를 담았습니다.
새로 시작하고 싶은 건 많지만 막상 한 걸음 내딛기 어려울 때, 추진력을 빌려줄 인터뷰집입니다."
767;혼술도감;이택민;책편사;Y;9791197121616;"저자가 추천하는 술과 안주의 조합을 음식 일러스트와 함께 소개한 혼술 에세이.

저마다 살아온 인생이 다르듯 각자 즐겨 마시는 주종도 다르다. 어떤 술에 어떠한 음식을 곁들여 먹는지는 그 사람의 한 면을 보여주기도 한다.
술과 어울리는 안주를 고민하는 일은 오직 나만의 취향을 만들어가는 일과 다르지 않다. “당신은 어떠한 날 혼술이 당기시나요?”
“당신은 어떤 술과 안주의 페어링을 즐기시는지요?” 그러니까 이 말은 “당신의 취향은 어떠한가요?”와 같은 물음이다."
768;길을 걷다가 넘어지면 사랑;썸머;문장과장면들;Y;9791193474051;썸머 작가의 첫 번째 소설집. <사랑은 물음표가 아닌 느낌표!>로 많은 사랑을 받은 썸머 작가님의 첫 소설집 <길을 걷다가 넘어지면 사랑>은 사랑으로 기울어진 다양한 인물들의 에피소드가 담겨 있다. 희준, 미영, 나리, 화정 등 일상에서 마주칠 수 있는 인물들의 작고 소중한 여름의 단면을 바라보는 것만으로도 마음에 시원한 바람이 불어온다.
769;진심을 이야기할 때는 가장 작은 목소리로;가랑비메이커;문장과장면들;Y;9791193474068;다수의 책을 펴내며 매니아 독자층을 길러낸 가랑비메이커의 페이지 이면의 삶. 작업일지라고 쓰고 생존일지라고 읽을 수 있는 <여전히 장래희망은 쓰는 사람>은 홀로 글을 쓰고 책을 펴내는 프리랜서 작가이자 1인 출판사라는 근사해 보이는 이름 뒤에 숨겨진 다양한 그림자와 비밀스러운 기쁨과 보람을 이야기한다.
770;퇴근 후 작가, 여름회동3호;여름회동;-;N;-;"비정기적으로 발행하고 있는 매거진 여름회등, 이번 3호에서는 모두가 궁금해하는 ‘독립출판 작가로 먹고 살기’에 대한 글과 인터뷰를 담았다.

본업을 끝낸 뒤 힘든 몸을 이끌고 책을 만들다가 문득 ‘전업 작가의 삶은 어떤지, 다른 직장인 작가의 마음은 어떤지’ 궁금해졌다. 그래서 전업 작가 오종길, 오수영, 방민 작가님에게 물었다. 또 직장인 작가팀 012B에게도 물었다. 아주 구체적이고 현실적이게 물었다. 그들의 마음과 삶으로 들어가보자."
771;저는 겨울에 있습니다 - 《ㅂang》 「서한집」 Ⅳ;방멘;방;Y;9791197890567;2024년 1월 21일부터 3월 22일까지 발행되었던 구독 서비스 《인생이라는 여정》 『저는 겨울에 있습니다』를 종이책으로 엮는 프로젝트입니다.
772;저는 여름에 있습니다 - 《ㅂang》 「서한집」 Ⅲ;방멘;방;Y;9791197890550;2023년 7월 31일부터 11월 15일까지 발행되었던 구독 서비스 《인생이라는 여정》 『저는 여름에 있습니다』를 종이책으로 엮는 프로젝트입니다.
773;고마우니까, 고마워;임남은;솔트북스;Y;9791198161352;"필름사진으로 시간을 기록하던 저의 첫 에세이집입니다.
저의 가족에 대한 기억을 따라가며,
저의 첫선배에 대한 기억을 따라가며,
저의 다정한 친구에 대한 기억을 따라가며
제가 더 늦지 않게 저의 소중한 인연들에게
고마운 마음을 전할 수 있길 바라며 쓴 글들을 모았습니다."
774;5평 방에 모은 나의 행복들;전민선;-;N;-;덕질하듯 10년을 쌓아온 방 꾸미는 기록을 책으로 담아냈습니다. 20년 동안 살았던 상주 부모님 집 속 내 방, 처음으로 독립한 기숙사, 보증금 300에 월세 25 화랑대역 쉐어하우스, 구로디지털단지역 친구 자취방, 상봉에서 친구랑 같이 살던 10평 원룸, 들침대가 놓였던 원룸, 보증금1000에 월세 35 화곡 5평 원룸, 그리고 지금의 신혼집 속 작은 나의 방까지. 저에게 공간의 크기는 무의미했어요. 내가 좋아하는 것들을 잔뜩 모아 어떻게 두면 귀여울지 상상하는 것만으로도 만족스러웠으니까요. 자! 그럼 지금부터 제 방으로 초대할게요!
775;커피 내리며 듣는 음악;시미즈 히로유키;워크룸프레스;Y;9791193480144;"『커피 내리며 듣는 음악』은 한국에 거주하는 일본인 시미즈 히로유키가 한국어로 쓴 두 번째 책이다. 수필가, 번역가로 활동하면서 2010년부터 서울의 동교동에서 서예가인 아내와 함께 ‘아메노히커피점’을 운영해 온 그는 오랜 음악 애호가로, 커피점에서 자신이 즐겨 듣는 음악을 틀어 온 것은 물론 음악가들과의 공연도 종종 열어 왔다. 이 책은 팬데믹 이후 보다 폭넓어진 그의 음악 취향을 담고 있는데, 5장의 앨범을 보고 읽으며 한 사람의 삶과 함께한 음악의 여정을 따라가다 보면 우리의 세계 또한 뜻하지 않게 흥미로운 방향으로 넓혀져 있음을 발견하게 된다.

이 시리즈의 표지와 화보를 맡아 온 텍스처 온 텍스처는 이 책에서 아메노히커피점을 배경으로 커피점에서 사용하는 드립 커피용 도구들을 표지로 촬영했고, 책 속 화보의 바탕을 다양한 커피색으로 연출해 커피와 음악을 시각적으로 연결했다. 책의 부록으로는 시미즈 히로유키가 일본어로 쓴 글을 수록했고, 책 속에 등장하는 미술가 나라 요시토모가 글을 먼저 읽고 보내온 담백한 추천사를 더했다."
776;사적인 슬픔;김지원;-;N;-;2020년 어느 가을, 삼촌은 아프다는 소식을 전하고 한 달도 안 되어 세상을 떠났습니다. 삼촌의 소식을 처음 들은 날 삼촌에게 밥 한 번 산 적 없다는 사실을 알았습니다. 당시 저의 소원은 삼촌에게 밥 한 끼 사는 것이었지만 소원은 소원으로 남은 채 이루어지지 않았습니다. 돌이켜보면 그때의 후회로 시작된 기록이 이 책의 출발이지 않았나 생각합니다. 이후로 떠오르는 생각과 올라오는 감정을 적었습니다. 그 기록을 모아 엮은 것이 이 책입니다. 어쩌면 슬퍼할 수 있다는 것은 다행인 일일지도 모르겠습니다. 각자의 슬픔이 축소되지 않기를 바랍니다.
777;Oblivion;정예도;-;N;-;"이 책을 집에 둔다면, 표지만 바라보아도 제가 다녀온 곳의 분위기를 느낄수 있습니다.

20대 초반 다녀온 유럽여행을 배경으로 엮어 새벽녘부터 해가지고 난 뒤의 모습까지 사진의 포인트 컬러로 구분해 만들었습니다.

가로사진을 조금 더 몰입감있게 보여드리기 위해 가로형태의 책으로 만들었습니다.

​

이 책을 기획한건, 20대 초반 한 달 남짓의 유렵여행을 다녀온 후. 그러니까 지금으로부터 5년 전의 일이었는데요. 뭐, 오래 묵혀놓은 약속이었지만 결국 세상으로 나왔네요. 지금까지 책으로 보여드리겠다 약속했던 소중한 인연들이 하나 둘 제 기억을 스쳐가는데요. 오랜 기간이었지만 변함없이 절 믿어주었던 분들께 보답할 수 있게되어 정말 기쁩니다. 진심으로요.

앞서 말씀드린 제 빛바랜 여행기는 제 인생에 몇 안되는 황홀한 순간들이었어요.(제가 일상의 대부분을 보내는 제 주변부터 아름답게 보기위해 노력하지만 잘 안되는게 사실이에요.(웃음)) 떠나기 전, 다 때려치주고 침대에 눕고싶던 마음을 박차고 일어나야 했던 것. 숙소예약을 잘못해 오스트리아 한 시골마을에서 노숙자 신세가 될 뻔한 일까지도. 이 따위 것들은 이미 미화되어서 일까요? 음.. 잘 모르겠네요. 한 가지 확실한건 갖가지 아름다운 기억들의 반대편 구석에서의 <혼란>이 인생에서 필연적인 것이라면, 저는 그 다음에도 반드시 새로운 아름다움을 경험하겠다구요.(부다페스트 국회의사당 맞은 편에서의 맥주 한잔은 그 무엇이라도 감수하기에 충분한 기억이었습니다.:)) 한 가지 바램이 있다면 지금 이 글을 보게 될 여러분들도 그랬으면 합니다. 굳이 여행이 아니더라도 내면의 자신이 하고싶어 하는 일을 시작함에 있어 그에따른 혼란이 겪게될 아름다움보다 먼저 떠오른다면요. 걱정이 드는 게 당연할 수 있을거라 생각해요. 근데 그게 언제부터였는지는 잘 기억나지 않네요. 곰곰히 생각해봐도요. 날때부터 우리는 무엇이든 궁금했고 앞뒤없이 해보려고 했잖아요. 때론 손가락이 다치기도 하고, 높은 곳에서 떨어지기도 했지만 그때마다 곁엔 부모님이 계셨고 그에따른 혼란을 온힘으로 막아주셨어요. 

네 압니다. 지금 우리곁엔 그런 버팀목이 사라졌다 느낄수도 있어요. 저도 물론이구요. 하지만 우리들은 어렸을 적 받았던 부모님의 따듯함을 다른 누군가에게 쏟고있습니다. 사랑하는 연인, 믿을만한 친구 등 심지어 한 사람이 아닌 여러 방향으로 까지도요. 곁에 없다고만 느꼈던 그런 힘은 사실 우리 안에 있었을지도 모르겠어요. 계속 힘을 내봅시다. 생각보다 큰 선물이 될수도 있잖아요 :)"
778;도쿄일인생활 토요일 아침;오토나쿨;-;N;-;"<토요일 아침>은 350mL 맥주 한 캔을 위한 레시피입니다.​​

사람에 따라 많은 수도, 적을 수도 있겠지만, 적당히 부지런하게 만든 한 접시와 시원한 맥주를 먹을 수 있도록 만들었습니다. 냉장고를 열면 언제나 있는 재료들만 나오는 것은 아닙니다. 간단하게 무침으로 끝나는 요리도 있고 느긋하게 본격적으로 만드는 요리도 있습니다. 전날 장을 봐야하거나, 밑간을 해 두고 냉장고에 넣어둬야 하는 재료들도 있습니다. 하지만, 토요일 아침의 맥주를 위해서라면. 

레시피는 따뜻하게 혹은 가볍게 만들어서 먹을 수 있는 요리와 주말 아침 느긋하지만 본격적으로 할 수 있는 요리로 구성되어 있습니다.

언제나처럼 채소와 해산물, 고기를 골고루 사용하면서 안주 뿐만 아니라 밥과 함께 해도 좋고, 좋아하거나 싫어하는 재료를 가감해도 크게 어색하지 않을 다재다능한 레시피입니다. 만들 때는 이게 끝인가? 싶어도 먹어보면 고개를 끄덕이며 맥주잔을 들게 될 겁니다. 그리고 QR코드를 통해 책을 보고 요리를 만들고 먹을 동안 듣고 즐길 수 있는 플레이리스트도 있습니다.

​

도쿄일인생활은 요리 중에라도 책을 펼쳐 보기 편하게 펼침에도 문제없는 중철 제본을 채택, 가로 판형의 책으로 만들어집니다. 이번에는 이전의 책 절반 사이즈인 B6 사이즈입니다. 맥주를 마시면서 안주 접시 옆에 둬도 편히 볼 수 있는 사이즈입니다. "
779;뮤직 페스티벌 가이드 북;샛별, 하이린, 바리;도토리 스튜디오;Y;9791198781901;"뮤직 페스티벌 준비부터 뒤풀이까지
덕후들의 경험담을 토대로 알려드립니다.
여러분의 즐거운 페스티벌 라이프를 위하여!"
780;도대체 난 뭘 좋아해;재밋;-;N;-;"<도대체 난 뭘 좋아해?>는 30대 중반이 되도록 좋아하는 것을 찾지 못해 고민했던 평범한 디자이너가 '좋아하는 것 찾기 프로젝트'를 진행하며 얻은 '나답게 좋아하면서 사는 삶'의 가치를 진솔하고 친근한 문장으로 풀어낸 에세이입니다.
덕후 유전자가 없어도 좋아하는 것을 찾고 재미있게 살고 싶은 30대에게 위로와 응원을 전하며, 자신답게 무엇이든 좋아해 보기를 제안합니다."
781;책방이 싫어질 때;태재;저스트 스토리지;Y;9791198560421;"앞에서는 웃었지만 뒤에서는 째려보던 책방직원의 뒤끝 에세이 『책방이 싫어질 때』

해방촌에 위치한 책방 <스토리지북앤필름>에서 일하며 보고 듣고 느낀 이야기를 엮은 태재 작가의 책에는 우리가 흔히 책방에서 마주할 수 있는 장면이 담겨있다. 작은 책방을 찾는 손님들의 눈빛과 손길과 목소리. 그곳을 채우고 있는 다채로운 독립출판물. 책방을 숨 쉬게 하는 요소겠다. 그리고 여기, 이것들을 귀하게 여기는 그의 마음씨가 고스란히 녹아든 문장들이 있다.  

하지만 책방과 책방직원의 모습은 그리 단선적이지 않다. 책방에서 벌어지는 불쾌한 상황과 무례한 말 역시 적지 않을 것이다. 무엇보다 책방직원은 기계가 아니라 우리와 같은 사람이다. 책과 책방을 지키는 사람, 책방직원. 인간 센서를 자처한 작가는 책을 쓰고 만드는 사람이자, 책을 진열하고 정리하며 책을 고르고 읽는 사람이다. 누구보다 책과 가까이 있는 그는 책방에서 사람들을 기다리고 또 기다린다.  

“그 말은 마치 책을 훑을 때 나오는 바람처럼 내 지난 시절을 훑어서, 나는 시원한 눈물을 흘리고 말았다. 떠나면서 떠오르는 마음들이 있지만 곧장 꺼내서 반듯하게 표현하기보다 속에서 더 일렁이게 놔둘 것이다.”

책방을 그만둔다는 말에 사장님은 그의 어깨를 쓰다듬는다. 기다림에 지친 그가 더 이상 책방에서 누군가를, 무언가를 기다리지 않겠다는 걸까. 낭만이라는 좁은 통로를 지나오며 그는 분명한 변화를 겪었다. 책방직원이 되기 전과 후에. 하지만 중요한 건 그가 남긴 그간의 여정이 우리에게 건네는 이야기이다. 

“방충망이 있으면 바람은 더 자세하게 들어”온다고 말하던 작가는 고운 체에 거르듯 책방에서 걸러 듣고 남긴 문장으로 우리를 다독인다. “거른다는 것은 듣지 않는 게 아니라, 체를 거르는 일처럼 듣지만 흩어지게 하는 것이다. 나의 체는 받아쓰기. 또 들어오면? 계속 걸러야지, 또 받아써야지. 걸러야 챙길 수 있으니까.”

‘굴’이라 부르는 책방의 작은 공간을 벗어나 새로운 둥지를 튼 그가 어떤 바람을 타고 어디까지 날아가 어느 누구의 창문을 통과할지 알 수 없는 일이겠다. 그가 불러일으킨 바람이 그쪽으로, 당신이 불고 오는 바람이 이쪽으로 가까워진다. 책과 책방이 우리 곁에 있음을 책방직원의 목소리로 전하는 책. 결코 멀지 않으니 조금만 귀를 기울이면 만날 수 있음을 말하는 작가. 그가 들었듯이, 그럼 우리도 책방에서 만날까, 당신에게 묻고 싶다.

“그렇게 가만히 걷고 또 걷다가 조용한 우리 책방의 문을 산뜻하게 열고 들어오면 더 좋다. 그러면 우리 책방에도 햇살이 더 들어오니까.”"
